,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,total_mn,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,total_em,Age_tier,distancehome_tier,JobRole_tier,MonthlyIncome_tier,YearsAtCompany_tier,TotalWorkingYear_tier
4123,56,0,0,1,8,1,1,1,1,7,0,54670,1.0,20,0,13.0,6,13,1,9,2,4,3.0,3.0,3.0,2.0,2.6666666666666665,3,3,1,3,5,5
4124,29,1,2,1,9,4,3,1,2,8,1,29960,9.0,25,0,4.0,4,2,2,2,3,4,3.5,1.0,4.0,4.0,3.0,0,3,0,2,2,2
4125,42,0,2,1,17,1,1,1,3,6,1,99980,5.0,24,2,24.0,3,22,4,14,2,4,3.0,1.0,3.0,2.0,2.0,2,2,1,4,5,5
4126,56,1,2,2,10,4,4,1,2,7,1,40780,8.0,24,1,14.0,3,10,9,8,3,4,3.5,4.0,3.0,1.0,2.6666666666666665,3,3,1,3,4,5
4127,41,0,2,1,13,4,1,0,1,0,1,109200,0.0,15,1,21.0,3,20,0,10,4,3,3.5,1.0,2.0,3.0,2.0,2,2,4,5,5,5
4128,34,0,2,2,1,3,3,0,1,2,1,62320,1.0,13,1,8.0,3,8,1,7,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,3,4,4,4
4129,36,0,0,2,1,1,3,0,1,1,0,132470,1.0,14,0,15.0,3,15,11,11,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,1,4,4,5,5,5
4130,41,0,2,1,1,5,3,1,1,0,0,40810,2.0,13,0,14.0,3,5,0,4,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,2,4,4,3,3,5
4131,32,0,2,2,9,4,1,0,2,6,2,57690,1.0,11,0,4.0,3,4,1,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,3,1,3,2,2
4132,35,0,2,1,16,3,3,0,2,0,2,23940,1.0,16,1,9.0,3,9,1,7,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,2,4,1,4,4
4133,38,0,2,1,23,3,3,1,3,8,1,39040,1.0,22,0,10.0,3,10,1,9,2,4,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,0,3,4,4
4134,50,1,1,2,4,2,1,0,2,2,0,167990,7.0,14,1,12.0,2,6,0,1,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,2,4,3,5,3,5
4135,36,0,2,1,22,4,1,1,1,0,1,29500,4.0,14,0,8.0,1,6,0,0,2,3,2.5,2.0,4.0,2.0,2.6666666666666665,1,1,4,2,3,4
4136,45,0,2,2,24,3,1,1,1,2,2,36290,8.0,16,1,8.0,2,5,0,1,4,3,3.5,4.0,3.0,3.0,3.3333333333333335,2,1,3,3,3,4
4137,40,0,2,2,10,4,1,1,1,6,2,93620,2.0,11,1,8.0,6,2,2,2,3,3,3.0,3.0,3.0,3.0,3.0,1,3,1,4,2,4
4138,35,0,1,2,7,2,1,1,2,4,1,32290,1.0,25,0,10.0,2,10,0,2,2,4,3.0,3.0,3.0,4.0,3.3333333333333335,1,3,2,2,4,4
4139,40,0,2,1,17,4,1,1,1,3,1,35780,2.0,14,1,20.0,2,5,0,2,3,3,3.0,3.0,3.0,3.0,3.0,1,2,3,3,3,5
4140,35,0,2,0,14,1,1,1,2,6,1,79880,1.0,18,0,4.0,3,4,1,1,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,2,1,4,2,2
4141,29,0,2,1,1,3,3,1,3,7,1,42840,4.0,11,0,10.0,5,4,0,3,2,3,2.5,4.0,2.0,3.0,3.0,0,4,1,3,2,4
4142,29,0,2,1,5,3,3,1,2,8,2,75530,1.0,19,0,5.0,3,5,0,4,3,3,3.0,4.0,1.0,1.0,2.0,0,4,0,4,3,3
4143,50,1,2,1,17,3,3,1,1,6,0,173280,4.0,15,2,20.0,1,3,2,0,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,2,2,1,5,2,5
4144,39,0,2,2,25,3,3,1,2,7,1,197010,0.0,11,0,21.0,3,20,9,6,4,3,3.5,2.0,4.0,2.0,2.6666666666666665,1,1,1,5,5,5
4145,31,0,0,1,8,4,1,0,4,7,2,147320,0.0,12,0,10.0,3,9,1,7,3,3,3.0,2.0,1.0,3.0,2.0,1,3,1,5,4,4
4146,26,0,2,1,11,4,3,1,2,3,2,92780,0.0,20,0,5.0,3,4,0,0,3,4,3.5,4.0,3.0,3.0,3.3333333333333335,0,2,3,4,2,3
4147,36,0,1,1,5,1,5,1,1,7,1,13590,4.0,12,0,17.0,2,5,0,3,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,4,1,1,3,5
4148,39,0,2,1,2,1,3,0,1,6,1,47790,4.0,14,2,9.0,3,7,1,7,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,4,1,3,3,4
4149,27,0,2,1,8,2,3,1,1,2,1,164220,1.0,20,1,6.0,3,6,0,3,3,4,3.5,2.0,2.0,3.0,2.3333333333333335,0,3,3,5,3,3
4150,49,0,1,1,6,1,3,1,3,0,1,29960,2.0,18,1,17.0,2,9,0,8,2,3,2.5,4.0,2.0,2.0,2.6666666666666665,2,3,4,2,4,5
4151,34,0,2,2,4,3,3,0,1,7,1,12610,2.0,14,1,6.0,6,4,1,2,3,3,3.0,2.0,3.0,4.0,3.0,1,4,1,1,2,3
4152,41,1,2,1,7,2,1,0,1,6,2,20990,8.0,12,1,8.0,2,6,0,5,3,3,3.0,2.0,4.0,1.0,2.3333333333333335,2,3,1,1,3,4
4153,49,0,1,2,1,4,1,0,2,4,1,58100,1.0,21,1,10.0,2,10,1,7,3,4,3.5,3.0,2.0,3.0,2.6666666666666665,2,4,2,3,4,4
4154,37,1,2,1,2,3,1,1,1,7,2,56470,6.0,19,0,7.0,2,0,0,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,1,3,1,3
4155,33,0,1,1,10,2,3,1,2,6,1,34200,1.0,14,0,8.0,3,8,3,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,3,1,2,4,4
4156,27,0,2,2,5,4,3,0,4,4,1,44000,9.0,17,1,6.0,3,2,2,2,2,3,2.5,1.0,2.0,3.0,2.0,0,4,2,3,2,3
4157,32,0,1,1,9,2,3,0,2,6,2,35000,0.0,16,1,8.0,2,7,3,6,2,3,2.5,4.0,4.0,2.0,3.3333333333333335,1,3,1,3,3,4
4158,59,0,2,2,2,2,2,0,5,8,1,20660,4.0,12,1,12.0,3,1,0,0,3,3,3.0,3.0,1.0,2.0,2.0,3,4,0,1,1,5
4159,30,0,2,1,11,4,3,1,2,2,0,171690,1.0,17,2,1.0,2,1,0,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,2,3,5,1,1
4160,38,0,1,2,18,4,1,1,2,0,2,41620,0.0,15,1,10.0,1,9,1,8,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,2,4,3,4,4
4161,36,0,2,1,7,3,1,1,1,7,1,92040,6.0,23,1,17.0,2,7,7,7,3,4,3.5,3.0,3.0,2.0,2.6666666666666665,1,3,1,4,3,5
4162,35,0,2,0,3,4,0,1,2,3,1,32940,0.0,11,0,6.0,2,5,0,3,3,3,3.0,1.0,2.0,3.0,2.0,1,4,3,2,3,3
4163,29,0,2,2,29,4,1,1,2,2,2,21270,0.0,11,1,10.0,3,9,0,8,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,0,1,3,1,4,4
4164,31,0,2,1,2,2,3,1,2,2,0,39750,1.0,15,1,5.0,3,5,4,3,3,3,3.0,1.0,3.0,2.0,2.0,1,4,3,3,3,3
4165,34,0,2,1,28,3,5,1,1,2,0,107930,0.0,11,3,3.0,1,2,1,2,2,3,2.5,2.0,4.0,3.0,3.0,1,1,3,5,2,2
4166,28,1,2,1,1,4,1,1,5,5,2,100960,5.0,13,0,6.0,2,4,0,3,3,3,3.0,3.0,3.0,3.0,3.0,0,4,2,5,2,3
4167,29,0,2,1,16,2,1,0,4,2,0,36460,1.0,14,0,10.0,3,10,8,8,4,3,3.5,2.0,1.0,3.0,2.0,0,2,3,3,4,4
4168,32,0,2,0,22,3,0,0,2,5,0,74460,0.0,19,0,7.0,3,6,0,5,3,3,3.0,1.0,2.0,2.0,1.6666666666666667,1,1,2,4,3,3
4169,22,0,0,1,8,3,1,0,3,7,0,108510,1.0,16,1,1.0,2,1,0,0,4,3,3.5,4.0,4.0,2.0,3.3333333333333335,0,3,1,5,1,1
4170,53,0,2,1,11,3,3,1,2,3,1,21090,2.0,13,0,31.0,3,25,3,7,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,3,2,3,1,5,5
4171,38,0,2,1,29,3,1,0,1,4,2,37220,5.0,14,0,6.0,0,3,1,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,1,2,3,2,3
4172,24,0,0,1,1,5,1,1,3,6,0,93800,0.0,16,0,5.0,2,4,1,3,2,3,2.5,1.0,3.0,2.0,2.0,0,4,1,4,2,3
4173,36,1,2,1,1,3,1,1,1,5,2,54860,7.0,12,1,10.0,2,5,0,3,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,1,4,2,3,3,4
4174,34,0,2,2,24,3,2,1,4,6,2,27420,0.0,11,1,13.0,2,12,2,11,3,3,3.0,1.0,2.0,3.0,2.0,1,1,1,2,5,5
4175,21,0,2,2,2,3,1,1,2,4,2,137570,1.0,12,1,0.0,3,0,0,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,4,2,5,1,1
4176,34,1,2,2,15,2,2,0,2,6,2,84630,2.0,13,0,8.0,2,4,1,3,1,3,2.0,2.0,1.0,3.0,2.0,1,2,1,4,2,4
4177,53,0,2,2,2,1,1,1,5,1,0,31620,4.0,15,0,26.0,4,14,4,8,3,3,3.0,3.0,3.0,2.0,2.6666666666666665,3,4,4,2,5,5
4178,32,1,1,1,10,3,3,0,2,4,2,165980,1.0,13,0,10.0,2,10,6,7,3,3,3.0,2.0,1.0,3.0,2.0,1,3,2,5,4,4
4179,42,0,2,1,10,3,5,1,2,2,1,66510,0.0,20,0,10.0,5,9,4,2,2,4,3.0,3.0,2.0,3.0,2.6666666666666665,2,3,3,4,4,4
4180,44,0,2,1,3,1,1,0,1,4,1,23450,3.0,15,2,24.0,0,22,5,17,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,2,4,2,1,5,5
4181,46,0,2,2,2,3,1,0,1,6,2,34200,3.0,13,2,22.0,3,2,2,1,1,3,2.0,2.0,1.0,2.0,1.6666666666666667,2,4,1,2,2,5
4182,33,0,2,2,3,3,3,1,1,4,2,43730,4.0,14,0,7.0,3,1,0,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,4,2,3,1,3
4183,44,0,2,0,26,3,1,1,5,0,1,47590,2.0,21,0,9.0,2,4,1,3,3,4,3.5,4.0,4.0,4.0,4.0,2,1,4,3,2,4
4184,30,0,2,1,1,4,5,0,1,6,2,53010,1.0,16,1,10.0,3,10,1,8,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,4,1,3,4,4
4185,39,1,2,0,1,4,3,1,1,7,1,36730,3.0,14,1,19.0,3,1,0,0,3,3,3.0,4.0,4.0,4.0,4.0,1,4,1,3,1,5
4186,24,1,2,0,2,5,0,1,3,7,1,47680,2.0,11,1,6.0,2,2,2,0,2,3,2.5,2.0,4.0,2.0,2.6666666666666665,0,4,1,3,2,3
4187,43,0,2,2,9,5,5,0,1,5,0,12740,1.0,19,0,6.0,3,5,1,4,2,3,2.5,4.0,3.0,2.0,3.0,2,3,2,1,3,3
4188,50,1,2,1,12,4,3,1,1,5,1,49000,1.0,11,0,3.0,3,3,0,2,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,2,2,2,3,2,2
4189,35,0,2,2,2,4,2,1,3,4,1,104660,1.0,13,0,2.0,1,2,2,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,4,2,5,2,2
4190,36,0,2,1,25,1,1,0,4,7,1,170070,9.0,12,1,6.0,2,1,0,0,2,3,2.5,2.0,1.0,4.0,2.3333333333333335,1,1,1,5,1,3
4191,33,0,1,2,9,2,2,1,4,1,1,29090,2.0,11,0,10.0,2,5,1,3,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,1,3,4,2,3,4
4192,35,0,2,1,10,1,3,1,1,6,0,57650,1.0,14,1,1.0,2,1,0,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,3,1,3,1,1
4193,27,0,2,2,8,2,2,0,3,6,0,45990,1.0,15,1,1.0,3,1,0,0,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,0,3,1,3,1,1
4194,26,1,2,2,4,3,2,1,2,3,2,24040,1.0,12,0,1.0,6,1,0,1,3,3,3.0,1.0,3.0,2.0,2.0,0,4,3,1,1,1
4195,27,0,1,2,24,3,1,1,4,0,2,31720,1.0,20,1,9.0,1,9,1,7,3,4,3.5,4.0,3.0,3.0,3.3333333333333335,0,1,4,2,4,4
4196,30,0,1,1,1,4,3,1,1,6,2,20330,1.0,14,1,12.0,3,12,3,7,1,3,2.0,3.0,4.0,3.0,3.3333333333333335,0,4,1,1,5,5
4197,41,1,2,2,20,4,2,1,2,7,1,102090,1.0,13,1,23.0,2,22,15,8,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,2,2,1,5,5,5
4198,34,0,0,1,7,2,5,0,1,6,2,86200,0.0,13,1,10.0,2,9,8,7,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,3,1,4,4,4
4199,37,0,2,1,17,3,1,0,3,7,1,20640,4.0,16,0,8.0,3,1,0,0,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,1,2,1,1,1,4
4200,46,0,1,1,20,3,5,1,3,7,2,40350,4.0,14,1,14.0,2,9,0,8,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,2,2,1,3,4,5
4201,35,0,2,1,8,4,3,0,3,6,1,38380,1.0,16,1,1.0,2,1,0,1,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,3,1,3,1,1
4202,48,1,2,1,2,4,5,0,1,7,2,45910,9.0,16,0,23.0,6,1,0,0,1,3,2.0,1.0,3.0,3.0,2.3333333333333335,2,4,1,3,1,5
4203,28,1,2,1,10,1,3,1,1,7,2,25610,1.0,22,1,2.0,3,2,2,2,3,4,3.5,3.0,3.0,2.0,2.6666666666666665,0,3,1,2,2,2
4204,44,0,2,1,1,1,3,0,3,6,0,15630,5.0,12,2,9.0,3,4,1,3,3,3,3.0,2.0,1.0,2.0,1.6666666666666667,2,4,1,1,2,4
4205,35,0,0,1,5,4,5,0,3,4,1,48980,2.0,15,2,10.0,2,4,2,3,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,1,4,2,3,2,4
4206,26,0,2,1,4,4,1,0,3,7,1,47890,7.0,20,1,5.0,2,2,0,0,3,4,3.5,3.0,4.0,2.0,3.0,0,4,1,3,2,3
4207,33,0,1,2,29,4,1,0,1,1,2,31800,1.0,14,1,15.0,2,15,8,12,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,4,2,5,5
4208,35,0,1,1,15,3,3,1,3,4,1,65490,1.0,20,0,9.0,3,9,1,8,3,4,3.5,2.0,1.0,2.0,1.6666666666666667,1,2,2,4,4,4
4209,35,0,2,0,3,2,1,0,1,2,1,63880,3.0,13,0,4.0,6,2,2,2,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,1,4,3,4,2,2
4210,31,0,2,2,10,2,1,0,2,6,0,112440,3.0,12,1,10.0,3,7,1,7,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,1,3,1,5,3,4
4211,37,0,2,2,4,3,2,1,4,1,0,160320,1.0,13,0,7.0,2,7,0,7,3,3,3.0,1.0,3.0,4.0,2.6666666666666665,1,4,4,5,3,3
4212,32,0,2,1,21,3,4,1,2,7,1,23620,1.0,11,0,9.0,2,9,7,8,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,1,1,4,4
4213,38,0,1,1,25,3,3,1,2,4,2,163280,1.0,17,3,10.0,2,10,9,9,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,1,2,5,4,4
4214,50,0,2,2,2,4,2,0,4,6,0,83760,5.0,14,3,29.0,2,27,13,8,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,2,4,1,4,5,5
4215,59,0,2,1,1,3,5,1,1,2,2,166060,7.0,11,0,28.0,6,21,7,9,3,3,3.0,1.0,1.0,2.0,1.3333333333333333,3,4,3,5,5,5
4216,36,0,2,2,1,2,2,0,2,7,0,86060,1.0,14,2,17.0,3,17,12,8,3,3,3.0,3.0,3.0,3.0,3.0,1,4,1,4,5,5
4217,55,0,2,1,7,3,3,1,3,6,0,22720,2.0,17,1,21.0,2,5,0,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,3,3,1,1,3,5
4218,36,0,1,1,3,3,1,0,2,2,2,20180,1.0,13,0,6.0,5,6,0,3,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,1,4,3,1,3,3
4220,35,0,1,0,9,3,4,0,2,8,1,40840,4.0,13,1,5.0,3,3,1,2,3,3,3.0,2.0,1.0,2.0,1.6666666666666667,1,3,0,3,2,3
4221,36,1,2,2,7,2,1,1,4,2,1,144110,0.0,18,3,2.0,2,1,0,0,4,3,3.5,4.0,3.0,2.0,3.0,1,3,3,5,1,2
4222,59,0,1,1,10,4,1,1,3,6,2,23080,7.0,19,1,20.0,4,4,1,3,2,3,2.5,1.0,3.0,2.0,2.0,3,3,1,1,2,5
4223,29,0,2,1,28,4,1,0,1,8,1,48410,0.0,11,0,6.0,3,5,0,4,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,0,1,0,3,3,3
4224,31,0,2,1,3,2,3,0,3,7,2,42850,1.0,21,1,1.0,2,1,1,0,1,4,2.5,3.0,2.0,3.0,2.6666666666666665,1,4,1,3,1,1
4225,32,0,2,2,3,4,1,1,2,4,1,97150,1.0,15,1,10.0,1,10,0,9,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,1,4,2,4,4,4
4227,31,0,2,1,27,3,3,0,2,5,2,21320,1.0,18,0,11.0,3,11,1,8,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,1,2,1,4,4
4228,35,0,2,1,2,4,3,1,2,0,2,101240,0.0,14,1,16.0,2,15,2,8,4,3,3.5,3.0,1.0,3.0,2.3333333333333335,1,4,4,5,5,5
4229,45,0,2,0,14,3,0,0,1,7,1,54730,4.0,13,0,17.0,3,0,0,0,1,3,2.0,4.0,1.0,4.0,3.0,2,2,1,3,1,5
4230,37,0,2,1,1,3,1,0,3,7,2,52070,4.0,17,3,16.0,3,5,0,2,3,3,3.0,1.0,3.0,4.0,2.6666666666666665,1,4,1,3,3,5
4231,46,0,2,1,9,3,3,1,3,3,0,164370,8.0,15,1,16.0,0,4,0,2,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,2,3,3,5,2,5
4232,30,0,2,2,18,3,1,1,4,1,1,22960,1.0,18,1,10.0,2,10,3,0,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,0,2,4,1,4,4
4233,35,0,2,1,20,4,1,0,3,1,2,40690,1.0,13,0,6.0,5,6,0,4,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,1,2,4,3,3,3
4234,55,0,2,1,2,3,1,0,2,2,1,74410,3.0,12,1,24.0,4,1,1,0,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,3,4,3,4,1,5
4235,38,0,0,2,11,1,2,1,2,2,0,24300,7.0,13,2,17.0,2,13,1,9,4,3,3.5,2.0,4.0,3.0,3.0,1,2,3,1,5,5
4236,34,0,2,1,8,2,3,1,1,6,1,58780,1.0,14,0,5.0,1,5,1,3,3,3,3.0,1.0,2.0,3.0,2.0,1,3,1,3,3,3
4237,56,0,2,0,2,1,3,1,2,7,2,26440,4.0,11,1,37.0,2,6,0,2,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,3,4,1,2,3,5
4238,23,0,2,1,10,3,3,1,2,2,0,64390,3.0,22,3,3.0,2,0,0,0,3,4,3.5,3.0,1.0,3.0,2.3333333333333335,0,3,3,4,1,2
4239,51,0,2,1,29,4,1,0,5,4,1,24510,3.0,17,0,10.0,2,4,0,3,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,3,1,2,1,2,4
4240,30,0,2,2,8,2,5,1,1,8,1,63920,1.0,21,1,11.0,2,11,10,8,4,4,4.0,3.0,4.0,3.0,3.3333333333333335,0,3,0,4,4,4
4241,46,1,2,2,1,2,3,0,2,6,2,97140,1.0,22,0,9.0,0,9,4,7,3,4,3.5,3.0,4.0,3.0,3.3333333333333335,2,4,1,4,4,4
4242,40,0,1,1,6,3,3,1,1,0,1,60770,1.0,16,2,22.0,2,22,11,11,2,3,2.5,3.0,2.0,2.0,2.3333333333333335,1,3,4,4,5,5
4243,51,0,2,1,8,4,1,0,5,8,2,24500,0.0,12,1,11.0,2,10,1,0,3,3,3.0,3.0,4.0,1.0,2.6666666666666665,3,3,0,1,4,4
4244,30,0,2,1,9,3,1,1,1,4,0,92500,1.0,12,3,11.0,0,11,2,7,3,3,3.0,3.0,2.0,2.0,2.3333333333333335,0,3,2,4,4,4
4245,46,0,1,1,12,1,3,1,1,2,1,20740,2.0,15,1,21.0,3,10,9,5,3,3,3.0,3.0,1.0,2.0,2.0,2,2,3,1,4,5
4246,32,0,2,2,15,3,2,1,1,6,2,101690,1.0,14,0,12.0,6,11,5,7,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,2,1,5,4,5
4247,54,0,2,1,25,1,3,0,1,2,1,48550,9.0,25,1,16.0,2,4,0,3,2,4,3.0,1.0,3.0,1.0,1.6666666666666667,3,1,3,3,2,5
4248,24,0,2,2,6,2,2,1,2,6,1,40870,0.0,20,3,4.0,1,3,0,2,3,4,3.5,1.0,3.0,2.0,2.0,0,3,1,3,2,2
4249,28,0,0,2,9,4,3,1,2,2,1,23670,1.0,13,0,5.0,2,5,0,4,2,3,2.5,2.0,3.0,4.0,3.0,0,3,3,1,3,3
4250,58,0,2,1,8,4,1,1,2,7,2,29720,0.0,14,0,38.0,2,37,1,8,4,3,3.5,4.0,3.0,2.0,3.0,3,3,1,2,5,5
4251,44,0,0,1,23,2,3,0,1,6,1,195860,4.0,16,0,17.0,3,3,1,2,2,3,2.5,2.0,2.0,4.0,2.6666666666666665,2,1,1,5,2,5
4252,37,1,2,0,9,3,0,1,2,0,0,54840,4.0,17,0,7.0,4,3,0,2,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,1,3,4,3,2,3
4253,32,0,2,0,12,2,0,0,1,8,2,20610,1.0,15,1,1.0,2,1,0,0,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,1,2,0,1,1,1
4254,20,1,1,2,4,4,1,0,2,0,2,99240,1.0,22,0,1.0,3,1,1,0,3,4,3.5,4.0,4.0,3.0,3.6666666666666665,4,4,4,4,1,1
4255,34,0,2,1,1,4,4,1,4,2,2,41980,1.0,22,1,16.0,2,16,2,10,2,4,3.0,1.0,3.0,3.0,2.3333333333333335,1,4,3,3,5,5
4256,37,0,0,2,24,2,1,1,1,6,0,68150,5.0,20,1,17.0,3,1,0,0,3,4,3.5,3.0,4.0,4.0,3.6666666666666665,1,1,1,4,1,5
4257,59,0,0,1,12,2,1,1,2,7,1,47230,9.0,14,0,30.0,0,3,2,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,3,2,1,3,2,5
4258,50,0,1,1,3,4,3,1,4,6,1,61420,3.0,13,2,28.0,3,8,0,7,2,3,2.5,1.0,2.0,2.0,1.6666666666666667,2,4,1,4,4,5
4259,25,1,2,2,10,1,2,1,2,5,2,82370,1.0,13,0,6.0,6,6,0,3,2,3,2.5,3.0,3.0,3.0,3.0,0,3,2,4,3,3
4260,25,0,2,1,26,3,5,1,1,2,1,88530,1.0,22,1,2.0,3,2,2,1,3,4,3.5,4.0,4.0,3.0,3.6666666666666665,0,1,3,4,2,2
4261,22,0,2,1,2,1,1,1,1,8,2,193310,1.0,12,1,1.0,2,0,0,0,3,3,3.0,2.0,4.0,3.0,3.0,0,4,0,5,1,1
4262,51,0,1,1,1,3,1,0,1,7,2,20730,3.0,14,1,23.0,4,13,12,8,3,3,3.0,1.0,1.0,2.0,1.3333333333333333,3,4,1,1,5,5
4263,34,1,1,0,4,4,1,0,5,7,2,55620,1.0,15,0,9.0,3,9,0,6,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,4,1,3,4,4
4264,54,0,0,1,9,3,1,1,1,2,2,196130,2.0,17,0,23.0,5,5,4,4,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,3,3,3,5,3,5
4265,24,0,2,1,2,1,1,1,2,2,1,34070,0.0,13,1,6.0,4,5,1,2,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,0,4,3,2,3,3
4266,34,0,2,2,4,3,2,0,2,8,0,50630,6.0,12,1,12.0,2,1,0,0,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,1,4,0,3,1,5
4267,37,0,2,2,6,1,5,1,1,2,2,46390,2.0,12,2,12.0,3,5,1,3,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,3,3,3,3,5
4268,34,0,2,2,9,2,3,1,2,0,2,48760,2.0,21,1,14.0,3,11,5,8,3,4,3.5,3.0,1.0,3.0,2.3333333333333335,1,3,4,3,4,5
4269,36,0,1,0,7,3,3,1,1,6,1,26900,0.0,11,0,10.0,1,9,2,8,3,3,3.0,2.0,4.0,3.0,3.0,1,3,1,2,4,4
4270,36,0,2,1,1,3,3,0,2,4,0,175670,5.0,13,0,7.0,6,1,0,0,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,4,2,5,1,3
4271,43,0,1,1,3,4,1,1,1,7,1,24080,1.0,12,1,25.0,3,25,4,12,3,3,3.0,3.0,4.0,4.0,3.6666666666666665,2,4,1,1,5,5
4272,30,0,1,1,10,3,1,0,3,0,0,28140,1.0,24,0,10.0,2,10,0,9,3,4,3.5,1.0,3.0,2.0,2.0,0,3,4,2,4,4
4273,33,0,0,2,7,3,1,1,2,7,1,112450,0.0,21,0,8.0,3,7,0,7,3,4,3.5,3.0,2.0,4.0,3.0,1,3,1,5,3,4
4274,56,1,2,1,15,3,1,1,2,2,1,33120,9.0,19,0,7.0,1,5,4,3,1,3,2.0,2.0,2.0,3.0,2.3333333333333335,3,2,3,2,3,3
4275,51,0,2,1,3,2,4,0,2,8,2,190490,7.0,14,1,23.0,2,20,15,15,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,3,4,0,5,5,5
4276,31,1,2,1,2,4,5,0,3,7,1,21410,4.0,20,0,12.0,2,7,7,7,3,4,3.5,2.0,3.0,2.0,2.3333333333333335,1,4,1,1,3,5
4277,26,0,2,2,17,3,3,0,2,3,1,57690,1.0,19,0,5.0,4,5,4,3,2,3,2.5,3.0,2.0,2.0,2.3333333333333335,0,2,3,3,3,3
4278,58,1,2,2,2,2,3,0,1,6,1,43850,1.0,13,1,40.0,2,40,15,6,2,3,2.5,4.0,4.0,2.0,3.3333333333333335,3,4,1,3,5,5
4279,19,1,2,1,5,2,1,1,1,3,2,53320,1.0,23,1,0.0,2,0,0,0,3,4,3.5,4.0,3.0,2.0,3.0,4,4,3,3,1,1
4280,22,0,2,2,29,4,5,1,1,7,1,46630,0.0,13,1,3.0,1,2,2,1,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,1,1,3,2,2
